scenario,h,seed,pair_id,evidence_kind,truth_description,case_id,coordinate_error_interpretation,neighbor_pair_count,eligible_pair_count,flagged_pair_count,old_nn_min_moved_mm,old_nn_threshold_shortfall_max_mm,guard_scope,case_total_seconds,arm,n,proposed_movement_count,alarm_count,alarm_fraction_of_proposed,accepted_movement_count,source_sheet_mae_before_mm,source_sheet_mae_after_mm,source_sheet_rmse_before_mm,source_sheet_rmse_after_mm,source_sheet_p95_error_after_mm,proposal_beneficial_count,proposal_harmful_count,beneficial_proposals_retained_count,beneficial_proposals_blocked_count,harmful_proposals_retained_count,harmful_proposals_blocked_count,potential_repair_sum_mm,repair_retained_sum_mm,repair_blocked_sum_mm,repair_retained_fraction,guard_seconds
within_layer_noise_repair,0.4,101,,independent_development_fixture,Two source layers with small within-layer observation noise.,within_layer_noise_repair_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854249492372,0.0,Single pass with original proposal; no iterative veto feedback.,0.004312160002882592,old_nn_guard,400,400,0,0.0,400,0.050267529844178434,0.0,0.05775204078013998,0.0,0.0,400,0,400,0,0,0,20.107011937671373,20.107011937671373,0.0,1.0,0.00035213600131100975
within_layer_noise_repair,0.4,101,,independent_development_fixture,Two source layers with small within-layer observation noise.,within_layer_noise_repair_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854249492372,0.0,Single pass with original proposal; no iterative veto feedback.,0.004312160002882592,initial_gap_guard,400,400,0,0.0,400,0.050267529844178434,0.0,0.05775204078013998,0.0,0.0,400,0,400,0,0,0,20.107011937671373,20.107011937671373,0.0,1.0,0.00025655100034782663
rigid_translation,0.4,101,,independent_development_fixture,The entire observed cloud is offset from its correct rigid location.,rigid_translation_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854256375108,0.0,Single pass with original proposal; no iterative veto feedback.,0.004709119999461109,identity,400,400,0,0.0,0,0.2999999999999998,0.2999999999999998,0.29999999999999977,0.29999999999999977,0.2999999999999998,400,0,0,400,0,0,119.99999999999993,0.0,119.99999999999993,0.0,0.0
rigid_translation,0.4,101,,independent_development_fixture,The entire observed cloud is offset from its correct rigid location.,rigid_translation_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854256375108,0.0,Single pass with original proposal; no iterative veto feedback.,0.004709119999461109,proposal,400,400,0,0.0,400,0.2999999999999998,0.0,0.29999999999999977,0.0,0.0,400,0,400,0,0,0,119.99999999999993,119.99999999999993,0.0,1.0,0.0
rigid_translation,0.4,101,,independent_development_fixture,The entire observed cloud is offset from its correct rigid location.,rigid_translation_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854256375108,0.0,Single pass with original proposal; no iterative veto feedback.,0.004709119999461109,old_nn_guard,400,400,0,0.0,400,0.2999999999999998,0.0,0.29999999999999977,0.0,0.0,400,0,400,0,0,0,119.99999999999993,119.99999999999993,0.0,1.0,0.0003818990007857792
rigid_translation,0.4,101,,independent_development_fixture,The entire observed cloud is offset from its correct rigid location.,rigid_translation_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854256375108,0.0,Single pass with original proposal; no iterative veto feedback.,0.004709119999461109,initial_gap_guard,400,400,0,0.0,400,0.2999999999999998,0.0,0.29999999999999977,0.0,0.0,400,0,400,0,0,0,119.99999999999993,119.99999999999993,0.0,1.0,0.00025720600024214946
smooth_tilted_plane,0.4,101,,independent_development_fixture,Smooth sloped surface repaired to its noise-free target.,smooth_tilted_plane_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,0,0,0.4882622246293463,0.0,Single pass with original proposal; no iterative veto feedback.,0.005125466999743367,identity,400,400,0,0.0,0,0.050821967254253565,0.050821967254253565,0.058418452136658,0.058418452136658,0.09529943889015739,400,0,0,400,0,0,20.328786901701427,0.0,20.328786901701427,0.0,0.0
smooth_tilted_plane,0.4,101,,independent_development_fixture,Smooth sloped surface repaired to its noise-free target.,smooth_tilted_plane_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,0,0,0.4882622246293463,0.0,Single pass with original proposal; no iterative veto feedback.,0.005125466999743367,proposal,400,400,0,0.0,400,0.050821967254253565,0.0,0.058418452136658,0.0,0.0,400,0,400,0,0,0,20.328786901701427,20.328786901701427,0.0,1.0,0.0
smooth_tilted_plane,0.4,101,,independent_development_fixture,Smooth sloped surface repaired to its noise-free target.,smooth_tilted_plane_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,0,0,0.4882622246293463,0.0,Single pass with original proposal; no iterative veto feedback.,0.005125466999743367,old_nn_guard,400,400,0,0.0,400,0.050821967254253565,0.0,0.058418452136658,0.0,0.0,400,0,400,0,0,0,20.328786901701427,20.328786901701427,0.0,1.0,0.0004979240002285223
smooth_tilted_plane,0.4,101,,independent_development_fixture,Smooth sloped surface repaired to its noise-free target.,smooth_tilted_plane_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,0,0,0.4882622246293463,0.0,Single pass with original proposal; no iterative veto feedback.,0.005125466999743367,initial_gap_guard,400,400,0,0.0,400,0.050821967254253565,0.0,0.058418452136658,0.0,0.0,400,0,400,0,0,0,20.328786901701427,20.328786901701427,0.0,1.0,0.0003952789993491024
same_xy_collision_control,0.4,101,,positive_control_random_translation,One moved point collides with its stationary same-XY neighbor.,same_xy_collision_control_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1,1,1,0.0,0.4,Single pass with original proposal; no iterative veto feedback.,0.001451378997444408,identity,2,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,,0.0
same_xy_collision_control,0.4,101,,positive_control_random_translation,One moved point collides with its stationary same-XY neighbor.,same_xy_collision_control_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1,1,1,0.0,0.4,Single pass with original proposal; no iterative veto feedback.,0.001451378997444408,proposal,2,1,0,0.0,1,0.0,3.0,0.0,4.242640687119285,5.699999999999999,0,1,0,0,1,0,0.0,0.0,0.0,,0.0
same_xy_collision_control,0.4,101,,positive_control_random_translation,One moved point collides with its stationary same-XY neighbor.,same_xy_collision_control_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1,1,1,0.0,0.4,Single pass with original proposal; no iterative veto feedback.,0.001451378997444408,old_nn_guard,2,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,,0.0001121259992942214
same_xy_collision_control,0.4,101,,positive_control_random_translation,One moved point collides with its stationary same-XY neighbor.,same_xy_collision_control_h0.4_seed101,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1,1,1,0.0,0.4,Single pass with original proposal; no iterative veto feedback.,0.001451378997444408,initial_gap_guard,2,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,,7.944100070744753e-05
wrong_layer_merge,0.4,102,paired_h0.4_seed102,independent_development_fixture,Two real source layers; merging erases their separation.,wrong_layer_merge_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004124024999327958,identity,400,400,0,0.0,0,0.04923243041961236,0.04923243041961236,0.056671962109857955,0.056671962109857955,0.09307928382372559,0,400,0,0,0,400,0.0,0.0,0.0,,0.0
wrong_layer_merge,0.4,102,paired_h0.4_seed102,independent_development_fixture,Two real source layers; merging erases their separation.,wrong_layer_merge_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004124024999327958,proposal,400,400,0,0.0,400,0.04923243041961236,3.0,0.056671962109857955,3.0,3.0,0,400,0,0,400,0,0.0,0.0,0.0,,0.0
wrong_layer_merge,0.4,102,paired_h0.4_seed102,independent_development_fixture,Two real source layers; merging erases their separation.,wrong_layer_merge_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004124024999327958,old_nn_guard,400,400,364,0.91,36,0.04923243041961236,0.31485766095901985,0.056671962109857955,0.9016237213932193,3.0,0,400,0,0,36,364,0.0,0.0,0.0,,0.00029111099865986034
wrong_layer_merge,0.4,102,paired_h0.4_seed102,independent_development_fixture,Two real source layers; merging erases their separation.,wrong_layer_merge_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004124024999327958,initial_gap_guard,400,400,400,1.0,0,0.04923243041961236,0.04923243041961236,0.056671962109857955,0.056671962109857955,0.09307928382372559,0,400,0,0,0,400,0.0,0.0,0.0,,0.0002730800006247591
valid_ghost_merge,0.4,102,paired_h0.4_seed102,reused_observation_alternative_truth,One real plane; the two observed heights are ghosts.,valid_ghost_merge_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004507456000283128,identity,400,400,0,0.0,0,3.001342167177711,3.001342167177711,3.001876865288723,3.001876865288723,3.085071380658172,400,0,0,400,0,0,1200.5368668710844,0.0,1200.5368668710844,0.0,0.0
valid_ghost_merge,0.4,102,paired_h0.4_seed102,reused_observation_alternative_truth,One real plane; the two observed heights are ghosts.,valid_ghost_merge_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004507456000283128,proposal,400,400,0,0.0,400,3.001342167177711,0.0,3.001876865288723,0.0,0.0,400,0,400,0,0,0,1200.5368668710844,1200.5368668710844,0.0,1.0,0.0
valid_ghost_merge,0.4,102,paired_h0.4_seed102,reused_observation_alternative_truth,One real plane; the two observed heights are ghosts.,valid_ghost_merge_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004507456000283128,old_nn_guard,400,400,364,0.91,36,3.001342167177711,2.7309957179641433,3.001876865288723,2.863372075501858,3.0847542664292926,400,0,36,364,0,0,1200.5368668710844,108.13857968542723,1092.3982871856572,0.09007518441917146,0.0003396739994059317
valid_ghost_merge,0.4,102,paired_h0.4_seed102,reused_observation_alternative_truth,One real plane; the two observed heights are ghosts.,valid_ghost_merge_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004507456000283128,initial_gap_guard,400,400,400,1.0,0,3.001342167177711,3.001342167177711,3.001876865288723,3.001876865288723,3.085071380658172,400,0,0,400,0,0,1200.5368668710844,0.0,1200.5368668710844,0.0,0.0002750349995039869
within_layer_noise_repair,0.4,102,,independent_development_fixture,Two source layers with small within-layer observation noise.,within_layer_noise_repair_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854249492372,0.0,Single pass with original proposal; no iterative veto feedback.,0.0047141210015979595,identity,400,400,0,0.0,0,0.05141913529587419,0.05141913529587419,0.05916955104767199,0.05916955104767199,0.09682254703606316,400,0,0,400,0,0,20.567654118349676,0.0,20.567654118349676,0.0,0.0
within_layer_noise_repair,0.4,102,,independent_development_fixture,Two source layers with small within-layer observation noise.,within_layer_noise_repair_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854249492372,0.0,Single pass with original proposal; no iterative veto feedback.,0.0047141210015979595,proposal,400,400,0,0.0,400,0.05141913529587419,0.0,0.05916955104767199,0.0,0.0,400,0,400,0,0,0,20.567654118349676,20.567654118349676,0.0,1.0,0.0
within_layer_noise_repair,0.4,102,,independent_development_fixture,Two source layers with small within-layer observation noise.,within_layer_noise_repair_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854249492372,0.0,Single pass with original proposal; no iterative veto feedback.,0.0047141210015979595,old_nn_guard,400,400,0,0.0,400,0.05141913529587419,0.0,0.05916955104767199,0.0,0.0,400,0,400,0,0,0,20.567654118349676,20.567654118349676,0.0,1.0,0.0005239309975877404
within_layer_noise_repair,0.4,102,,independent_development_fixture,Two source layers with small within-layer observation noise.,within_layer_noise_repair_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854249492372,0.0,Single pass with original proposal; no iterative veto feedback.,0.0047141210015979595,initial_gap_guard,400,400,0,0.0,400,0.05141913529587419,0.0,0.05916955104767199,0.0,0.0,400,0,400,0,0,0,20.567654118349676,20.567654118349676,0.0,1.0,0.000357201999577228
rigid_translation,0.4,102,,independent_development_fixture,The entire observed cloud is offset from its correct rigid location.,rigid_translation_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854283976829,0.0,Single pass with original proposal; no iterative veto feedback.,0.004529623998678289,identity,400,400,0,0.0,0,0.2999999999999998,0.2999999999999998,0.29999999999999977,0.29999999999999977,0.2999999999999998,400,0,0,400,0,0,119.99999999999993,0.0,119.99999999999993,0.0,0.0
rigid_translation,0.4,102,,independent_development_fixture,The entire observed cloud is offset from its correct rigid location.,rigid_translation_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854283976829,0.0,Single pass with original proposal; no iterative veto feedback.,0.004529623998678289,proposal,400,400,0,0.0,400,0.2999999999999998,0.0,0.29999999999999977,0.0,0.0,400,0,400,0,0,0,119.99999999999993,119.99999999999993,0.0,1.0,0.0
rigid_translation,0.4,102,,independent_development_fixture,The entire observed cloud is offset from its correct rigid location.,rigid_translation_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854283976829,0.0,Single pass with original proposal; no iterative veto feedback.,0.004529623998678289,old_nn_guard,400,400,0,0.0,400,0.2999999999999998,0.0,0.29999999999999977,0.0,0.0,400,0,400,0,0,0,119.99999999999993,119.99999999999993,0.0,1.0,0.0003924429984181188
rigid_translation,0.4,102,,independent_development_fixture,The entire observed cloud is offset from its correct rigid location.,rigid_translation_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,0,0.5656854283976829,0.0,Single pass with original proposal; no iterative veto feedback.,0.004529623998678289,initial_gap_guard,400,400,0,0.0,400,0.2999999999999998,0.0,0.29999999999999977,0.0,0.0,400,0,400,0,0,0,119.99999999999993,119.99999999999993,0.0,1.0,0.00027245400269748643
smooth_tilted_plane,0.4,102,,independent_development_fixture,Smooth sloped surface repaired to its noise-free target.,smooth_tilted_plane_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,0,0,0.4882622246293463,0.0,Single pass with original proposal; no iterative veto feedback.,0.004585351998684928,identity,400,400,0,0.0,0,0.048764838264106034,0.048764838264106034,0.05680276587830214,0.05680276587830214,0.09315827775833581,400,0,0,400,0,0,19.505935305642414,0.0,19.505935305642414,0.0,0.0
smooth_tilted_plane,0.4,102,,independent_development_fixture,Smooth sloped surface repaired to its noise-free target.,smooth_tilted_plane_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,0,0,0.4882622246293463,0.0,Single pass with original proposal; no iterative veto feedback.,0.004585351998684928,proposal,400,400,0,0.0,400,0.048764838264106034,0.0,0.05680276587830214,0.0,0.0,400,0,400,0,0,0,19.505935305642414,19.505935305642414,0.0,1.0,0.0
smooth_tilted_plane,0.4,102,,independent_development_fixture,Smooth sloped surface repaired to its noise-free target.,smooth_tilted_plane_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,0,0,0.4882622246293463,0.0,Single pass with original proposal; no iterative veto feedback.,0.004585351998684928,old_nn_guard,400,400,0,0.0,400,0.048764838264106034,0.0,0.05680276587830214,0.0,0.0,400,0,400,0,0,0,19.505935305642414,19.505935305642414,0.0,1.0,0.00031881399991107173
smooth_tilted_plane,0.4,102,,independent_development_fixture,Smooth sloped surface repaired to its noise-free target.,smooth_tilted_plane_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,0,0,0.4882622246293463,0.0,Single pass with original proposal; no iterative veto feedback.,0.004585351998684928,initial_gap_guard,400,400,0,0.0,400,0.048764838264106034,0.0,0.05680276587830214,0.0,0.0,400,0,400,0,0,0,19.505935305642414,19.505935305642414,0.0,1.0,0.00025832599931163713
same_xy_collision_control,0.4,102,,positive_control_random_translation,One moved point collides with its stationary same-XY neighbor.,same_xy_collision_control_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1,1,1,0.0,0.4,Single pass with original proposal; no iterative veto feedback.,0.0017985490012506489,identity,2,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,,0.0
same_xy_collision_control,0.4,102,,positive_control_random_translation,One moved point collides with its stationary same-XY neighbor.,same_xy_collision_control_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1,1,1,0.0,0.4,Single pass with original proposal; no iterative veto feedback.,0.0017985490012506489,proposal,2,1,0,0.0,1,0.0,3.0,0.0,4.242640687119285,5.699999999999999,0,1,0,0,1,0,0.0,0.0,0.0,,0.0
same_xy_collision_control,0.4,102,,positive_control_random_translation,One moved point collides with its stationary same-XY neighbor.,same_xy_collision_control_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1,1,1,0.0,0.4,Single pass with original proposal; no iterative veto feedback.,0.0017985490012506489,old_nn_guard,2,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,,0.00011268199887126684
same_xy_collision_control,0.4,102,,positive_control_random_translation,One moved point collides with its stationary same-XY neighbor.,same_xy_collision_control_h0.4_seed102,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1,1,1,0.0,0.4,Single pass with original proposal; no iterative veto feedback.,0.0017985490012506489,initial_gap_guard,2,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,,7.218099926831201e-05
wrong_layer_merge,0.4,103,paired_h0.4_seed103,independent_development_fixture,Two real source layers; merging erases their separation.,wrong_layer_merge_h0.4_seed103,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004329575000156183,identity,400,400,0,0.0,0,0.049645688468981285,0.049645688468981285,0.057334904881361885,0.057334904881361885,0.0943769002050911,0,400,0,0,0,400,0.0,0.0,0.0,,0.0
wrong_layer_merge,0.4,103,paired_h0.4_seed103,independent_development_fixture,Two real source layers; merging erases their separation.,wrong_layer_merge_h0.4_seed103,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004329575000156183,proposal,400,400,0,0.0,400,0.049645688468981285,3.0,0.057334904881361885,3.0,3.0,0,400,0,0,400,0,0.0,0.0,0.0,,0.0
wrong_layer_merge,0.4,103,paired_h0.4_seed103,independent_development_fixture,Two real source layers; merging erases their separation.,wrong_layer_merge_h0.4_seed103,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004329575000156183,old_nn_guard,400,400,364,0.91,36,0.049645688468981285,0.314947249562467,0.057334904881361885,0.9016458159977386,3.0,0,400,0,0,36,364,0.0,0.0,0.0,,0.0004079710015503224
wrong_layer_merge,0.4,103,paired_h0.4_seed103,independent_development_fixture,Two real source layers; merging erases their separation.,wrong_layer_merge_h0.4_seed103,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004329575000156183,initial_gap_guard,400,400,400,1.0,0,0.049645688468981285,0.049645688468981285,0.057334904881361885,0.057334904881361885,0.0943769002050911,0,400,0,0,0,400,0.0,0.0,0.0,,0.0003196079996996559
valid_ghost_merge,0.4,103,paired_h0.4_seed103,reused_observation_alternative_truth,One real plane; the two observed heights are ghosts.,valid_ghost_merge_h0.4_seed103,Fixed XY support: absolute z error to each point's assigned true source surface; not nearest-surface reassignment.,1482,760,760,0.39999999999999947,5.551115123125783e-16,Single pass with original proposal; no iterative veto feedback.,0.004097492001164937,identity,400,400,0,0.0,0,2.998294798571091,2.998294798571091,2.998842457139805,2.998842457139805,3.092520612843313,400,0,0,400,0,0,1199.3179194284364,0.0,1199.3179194284364,0.0,0.0
